sistema;num_cicloe;calle_prin;calle_secu;colonia;alcaldia;latitud;longitud;sitio_de_e;estatus
Ecobici;223;Isaac Newton;Presidente Masaryk;Polanco;Miguel Hidalgo;19.431.242;-99.191.613;Arroyo;Instalada
Ecobici;224;Hegel;Presidente Masaryk;Polanco;Miguel Hidalgo;19.431.255;-99.188.065;Arroyo;Instalada
Ecobici;225;Petrarca;Presidente Masaryk;Polanco;Miguel Hidalgo;19.431.172;-99.185.612;Arroyo;Instalada
Ecobici;226;Wallon;Presidente Masaryk;Polanco;Miguel Hidalgo;19.431.033;-9.918.222;Arroyo;Instalada
Ecobici;227;Campos Eliseos;Periferico;Polanco;Miguel Hidalgo;19.431.791;-99.207.373;Arroyo;Instalada
Ecobici;228;Campos Eliseos;Lafontaine;Polanco;Miguel Hidalgo;19.427.705;-9.919.912;Arroyo;Instalada
Ecobici;229;Carlos Dickens;Seneca;Polanco;Miguel Hidalgo;19.430.515;-99.203.331;Banqueta;Instalada
Ecobici;230;Edgar Allan Poe;Carlos Dickens;Polanco;Miguel Hidalgo;19.430.098;-99.200.074;Banqueta;Instalada
Ecobici;231;Isaac Newton;Aristoteles;Polanco;Miguel Hidalgo;1.942.977;-9.919.349;Arroyo;Instalada
Ecobici;232;Taine;Ruben Dario;Polanco;Miguel Hidalgo;1.942.894;-99.185.389;Arroyo;Instalada
Ecobici;233;Julio Verne;Luis G. Urbina;Polanco;Miguel Hidalgo;19.429.314;-99.196.965;Arroyo;Instalada
Ecobici;234;Tres Picos;Arquimedes;Polanco;Miguel Hidalgo;1.942.783;-99.191.539;Arroyo;Instalada
Ecobici;239;Rincon del Bosque;Ruben Dario;Polanco;Miguel Hidalgo;19.430.153;-99.181.355;Arroyo;Instalada
Ecobici;240;Ejercito Nacional;Ferrocarril de Cuernavaca;Polanco;Miguel Hidalgo;19.438.551;-99.206.298;Camellón;Instalada
Ecobici;241;Ejercito Nacional;Juan Vazquez de la Mella;Polanco;Miguel Hidalgo;19.438.616;-99.207.577;Camellón;Instalada
Ecobici;242;Av. Moliere;Blvd. Miguel de Cervantes Saavedra;Polanco;Miguel Hidalgo;19.440.195;-99.200.715;Arroyo;Instalada
Ecobici;243;Lago Filt;Blvd. Miguel de Cervantes Saavedra;Granada;Miguel Hidalgo;19.441.123;-99.195.857;Arroyo;Instalada
Ecobici;244;Lago Victoria;Blvd. Miguel de Cervantes Saavedra;Granada;Miguel Hidalgo;19.440.508;-99.193.681;Arroyo;Instalada
Ecobici;245;Lago Onega;Av. Ejercito Nacional;Granada;Miguel Hidalgo;19.438.347;-99.190.503;Arroyo;Instalada
Ecobici;246;Leibnitz;Thiers;Anzures;Miguel Hidalgo;19.434.147;-99.179.835;Arroyo;Instalada
Ecobici;247;Herschel;Rousseau;Anzures;Miguel Hidalgo;19.432.276;-9.918.064;Arroyo;Instalada
Ecobici;248;Shakespeare;Lafayette;Anzures;Miguel Hidalgo;1.943.175;-99.177.399;Arroyo;Instalada
Ecobici;249;Shakespeare;Darwin;Anzures;Miguel Hidalgo;19.429.877;-99.177.569;Arroyo;Instalada
Ecobici;250;Darwin;Mariano Escobedo;Anzures;Miguel Hidalgo;19.428.949;-99.179.796;Banqueta;Instalada
Ecobici;251;Goethe;Darwin;Anzures;Miguel Hidalgo;19.429.261;-9.917.538;Arroyo;Instalada
Ecobici;252;Victor Hugo;Shakespeare;Anzures;Miguel Hidalgo;19.427.575;-9.917.702;Arroyo;Instalada
Ecobici;253;Dante;Tolstoi;Anzures;Miguel Hidalgo;194.264.486;-991.781.433;Arroyo;Instalada
Ecobici;254;Alfonso Herrera;Miguel Schultz;San Rafael;Cuauhtemoc;19.439.347;-99.160.074;Arroyo;Instalada
Ecobici;255;Jose Rosas Moreno;Guillermo Prieto;San Rafael;Cuauhtemoc;19.437.118;-99.161.862;Arroyo;Instalada
Ecobici;256;Gomez Farias;Sadi Carnot;San Rafael;Cuauhtemoc;19.437.167;-99.158.313;Arroyo;Instalada
Ecobici;257;Manuel Maria Conteras;Calz. Manuel Villalongin;San Rafael;Cuauhtemoc;19.433.803;-99.166.223;Arroyo;Instalada
Ecobici;258;Circuito Interior;Juan Escutia;Condesa;Cuauhtemoc;194.165.298;-991.790.435;Banqueta;Instalada
Ecobici;259;Tomas Alva Edison;Ponciano Arriaga;Tabacalera;Cuauhtemoc;19.437.569;-9.915.468;Arroyo;Instalada
Ecobici;260;Juarez;Balderas;Centro;Cuauhtemoc;194.352.787;-991.477.913;Banqueta;Instalada
Ecobici;261;Av. Paseo de la Reforma;Rio de la Plata;Cuauhtemoc;Cuauhtemoc;1.942.491;-99.172.455;Camellón;Instalada
Ecobici;262;Republica de Cuba;Republica de Brasil;Centro;Cuauhtemoc;19.436.931;-99.133.952;Arroyo;Instalada
Ecobici;263;Sadi Carnot;Gomez Farias;San Rafael;Cuauhtemoc;19.436.274;-99.158.425;Arroyo;Instalada
Ecobici;265;Mina;Jesus Garcia;Buenavista;Cuauhtemoc;19.440.839;-99.152.265;Arroyo;Instalada
Ecobici;270;Av. de la Republica;Ponciano Arriaga;Tabacalera;Cuauhtemoc;19.436.764;-99.153.865;Banqueta;Instalada
Ecobici;276;Anaxagoras;Obrero Mundial;Narvarte Poniente;Benito Juarez;19.401.986;-99.156.366;Arroyo;Instalada
Ecobici;277;Prolongacion Tonala;Obrero Mundial;Narvarte Poniente;Benito Juarez;19.401.807;-9.915.909;Arroyo;Instalada
Ecobici;278;Mier y Pesado;Obrero Mundial;Del Valle Norte;Benito Juarez;1.940.071;-99.163.831;Arroyo;Instalada
Ecobici;279;La Morena;Providencia;Del Valle Norte;Benito Juarez;19.399.908;-99.166.553;Arroyo;Instalada
Ecobici;280;Anaxagoras;Obrero Mundial;Narvarte Poniente;Benito Juarez;194.015;-99.156.406;Arroyo;Instalada
Ecobici;281;Pitagoras;La Morena;Narvarte Poniente;Benito Juarez;19.398.532;-99.157.308;Arroyo;Instalada
Ecobici;282;La Morena;Eje 2 Pte. Gabriel Mancera;Del Valle Norte;Benito Juarez;19.398.692;-99.161.273;Arroyo;Instalada
Ecobici;283;Avenida Coyoacan;Rafael Donde;Del Valle Norte;Benito Juarez;19.397.923;-99.167.248;Arroyo;Instalada
Ecobici;284;Dakota;Vermont;Napoles;Benito Juarez;19.397.693;-99.172.981;Arroyo;Instalada
Ecobici;285;12 de Octubre;Mineria;Escandon;Miguel Hidalgo;19.399.763;-99.177.538;Arroyo;Instalada
Ecobici;286;13 de Septiembre;Avenida Patriotismo;Escandon;Miguel Hidalgo;19.399.201;-99.179.943;Arroyo;Instalada
Ecobici;287;13 de Septiembre;Puente de la Morena;Escandon;Miguel Hidalgo;19.398.946;-99.183.254;Arroyo;Instalada
Ecobici;288;11 de Abril;Avenida 2;San Pedro de los Pinos;Benito Juarez;19.396.359;-99.183.579;Arroyo;Instalada
Ecobici;290;Yosemite;Colorado;Napoles;Benito Juarez;19.396.333;-99.172.667;Arroyo;Instalada
Ecobici;291;Magdalena;Av. Division del Norte;Del Valle Norte;Benito Juarez;19.397.651;-99.169.946;Arroyo;Instalada
Ecobici;292;Adolfo Prieto;Eje 4 Sur Xola;Del Valle Norte;Benito Juarez;19.396.917;-99.166.264;Arroyo;Instalada
Ecobici;293;Mier y Pesado;Eje 4 Sur Xola;Del Valle Norte;Benito Juarez;19.397.373;-99.164.598;Arroyo;Instalada
Ecobici;294;Nicolas San Juan;Eje 4 Sur Xola;Narvarte Poniente;Benito Juarez;19.396.513;-99.160.924;Arroyo;Instalada
Ecobici;295;Anaxagoras;Eje 4 Sur Xola;Narvarte Poniente;Benito Juarez;19.396.328;-99.156.871;Arroyo;Instalada
Ecobici;296;Diagonal San Antonio;Enrique Rebsamen;Narvarte Poniente;Benito Juarez;19.394.283;-99.158.756;Arroyo;Instalada
Ecobici;297;Diagonal San Antonio;Enrique Rebsamen;Narvarte Poniente;Benito Juarez;19.394.412;-99.158.907;Arroyo;Instalada
Ecobici;298;Romero de Terreros;Eje 2 Pte. Gabriel Mancera;Del Valle Norte;Benito Juarez;19.394.092;-99.162.139;Arroyo;Instalada
Ecobici;299;Romero de Terreros;Mier y Pesado;Del Valle Norte;Benito Juarez;19.394.601;-99.165.054;Arroyo;Instalada
Ecobici;300;Providencia;Luz Saviñon;Del Valle Norte;Benito Juarez;193.932.287;-991.684.308;Arroyo;Instalada
Ecobici;301;Luz Saviñon;Magdalena;Del Valle Norte;Benito Juarez;19.393.807;-99.171.133;Arroyo;Instalada
Ecobici;302;Luz Saviñon;Magdalena;Del Valle Norte;Benito Juarez;19.393.832;-99.171.466;Arroyo;Instalada
Ecobici;303;Montecito;Av. Insurgentes;Napoles;Benito Juarez;19.394.842;-99.173.025;Arroyo;Instalada
Ecobici;304;Montecito;Dakota;Napoles;Benito Juarez;19.395.043;-99.173.821;Arroyo;Instalada
Ecobici;305;Avenida del Parque;Arizona;Napoles;Benito Juarez;19.394.693;-99.175.531;Arroyo;Instalada
Ecobici;306;Dakota;Filadelfia;Napoles;Benito Juarez;19.393.699;-99.175.664;Arroyo;Instalada
Ecobici;307;Minnesota;Dakota;Napoles;Benito Juarez;19.393.701;-99.175.834;Arroyo;Instalada
Ecobici;308;Nueva York;Arizona;Napoles;Benito Juarez;19.393.643;-99.178.156;Arroyo;Instalada
Ecobici;309;Pensilvania;Arizona;Napoles;Benito Juarez;19.393.059;-99.179.483;Arroyo;Instalada
Ecobici;310;Calle 1;Patriotismo;San Pedro de los Pinos;Benito Juarez;19.395.322;-99.181.667;Arroyo;Instalada
Ecobici;312;Avenida 2;Calle 7;San Pedro de los Pinos;Benito Juarez;19.392.634;-99.183.737;Arroyo;Instalada
Ecobici;313;Pensilvania;Oklahoma;Napoles;Benito Juarez;19.391.431;-99.178.989;Arroyo;Instalada
Ecobici;314;Nueva York;Louisiana;Napoles;Benito Juarez;19.391.647;-99.177.331;Arroyo;Instalada
Ecobici;315;Alabama;Montana;Napoles;Benito Juarez;19.391.472;-991.736;Arroyo;Instalada
Ecobici;316;San Francisco;Concepcion Beistegui;Del Valle Norte;Benito Juarez;19.391.056;-991.712;Arroyo;Instalada
Ecobici;317;Avenida Coyoacan;Torres Adalid;Del Valle Norte;Benito Juarez;19.391.456;-99.166.157;Arroyo;Instalada
Ecobici;318;Luz Saviñon;Amores;Del Valle Norte;Benito Juarez;19.392.195;-99.163.987;Arroyo;Instalada
Ecobici;319;Diagonal San Antonio;Luz Saviñon;Del Valle Norte;Benito Juarez;19.391.991;-99.162.684;Arroyo;Instalada
Ecobici;320;Enrique Rebsamen;Luz Saviñon;Narvarte Poniente;Benito Juarez;19.391.323;-9.915.936;Arroyo;Instalada
